NS_position_y,warning.started,final.started,exp_trials_loop.ran,__participant,training_intro.stopped,NS_button_example.numClicks,intro_continue.keys,S_button_example.timesOff,study_id,ready_spacebar_2.duration,NS_button_practice.timesOn,pre_quiz_key.rt,consent.started,exp_trials_loop.thisN,S_button_practice.timesOff,NS_button.timesOn,unique_item_no,key_resp_end_prac.rt,button_pos_warning.stopped,session,pre_prac_key.duration,__session,pre_quiz.stopped,prac_feedback_loop.thisN,warning.stopped,answer,NS_button_example.timesOff,prac_feedback_loop.thisIndex,frameRate,ready_to_go.stopped,pre_quiz_key.duration,AC_button.numClicks,age_textbox.text,training_intro_key.rt,pre_quiz_key.keys,intro.stopped,S_button_practice.numClicks,S_button_example.numClicks,AC_button.timesOn,ready_spacebar.rt,training_intro_key.duration,pre_prac_key.keys,ready_spacebar.keys,__datetime,feedback,instruction,pre_practice.started,NS_button.timesOff,practice_trial_feedback.started,trials.started,gender_slider.response,demographics.started,intro.started,trials.stopped,prac_feedback_loop.ran,NS_position_x,S_button.numClicks,consent.stopped,S_position_y,ready_spacebar.duration,AC_button.timesOff,instruction_colour,S_position_x,psychopyVersion,OS,expName,pre_quiz.started,ready_to_go.started,exp_trials_loop.thisTrialN,stim_size_y,ready_spacebar_2.rt,training_intro.started,NS_button_practice.numClicks,image,image_path,stim_size_x,pre_practice.stopped,NS_button_practice.timesOff,training_intro_key.keys,prac_feedback_loop.thisTrialN,practice_trial_feedback.stopped,S_button_example.timesOn,S_button_practice.timesOn,intro_continue.duration,S_button.timesOff,date,exp_trials_loop.thisIndex,prac_feedback_loop.thisRepN,S_button.timesOn,exp_trials_loop.thisRepN,type,demographics.stopped,button_pos_warning.started,pre_prac_key.rt,NS_button_example.timesOn,__experimentName,key_resp_end_prac.duration,ready_spacebar_2.keys,intro_continue.rt,NS_button.numClicks,key_resp_end_prac.keys,number,final.stopped,total_correct_AC,passed,participant
﻿-0.425,NA,NA,1,702406,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,121,NA,[1.5505000000000564],53,NA,NA,68761bc7350c12058a63a118,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h15.13.112,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[1.5505000000000564],NA,997.7430999999642,NA,NA,NA,1001.7873999999762,NA,0.65,0,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,121,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/ST/ST_0478_avf_1_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_10h15.32.191,52,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,1,NA,NA,NA,8,TRUE,83
﻿-0.425,NA,NA,1,702406,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,122,NA,[2.2673000000120282],77,NA,NA,68761bc7350c12058a63a118,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h15.13.112,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.2673000000120282],NA,1001.794699999988,NA,NA,NA,1006.5552999999522,NA,0.65,0,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,122,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0061_v4_6_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_10h15.32.191,76,NA,[],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,1,NA,NA,NA,8,TRUE,83
﻿-0.425,NA,NA,1,702406,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,123,NA,[3.1511999999881937],70,NA,NA,68761bc7350c12058a63a118,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h15.13.112,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[3.151300000012043],NA,1006.5627999999524,NA,NA,NA,1012.1915,NA,-0.65,0,NA,-0.425,NA,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,123,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0029_v1_2_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_10h15.32.191,69,NA,[],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,1,NA,NA,NA,8,TRUE,83
﻿-0.425,NA,NA,1,702406,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,124,NA,[2.76789999997618],74,NA,NA,68761bc7350c12058a63a118,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h15.13.112,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.76789999997618],NA,1012.2000999999644,NA,NA,NA,1017.4595,NA,-0.65,0,NA,-0.425,NA,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,124,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0051_v1_1_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_10h15.32.191,73,NA,[],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,1,NA,NA,NA,8,TRUE,83
﻿-0.425,NA,NA,1,702406,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,125,NA,[2.6948000000120373],91,NA,NA,68761bc7350c12058a63a118,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952095548,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h15.13.112,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.6948000000120373],NA,1017.4630999999642,NA,NA,NA,1022.639,NA,0.65,0,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,125,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0273_avr_5_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_10h15.32.191,90,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,1,NA,NA,NA,8,TRUE,83
﻿-0.425,NA,NA,1,702406,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,126,NA,[],27,NA,NA,68761bc7350c12058a63a118,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h15.13.112,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1022.6457999999524,NA,NA,NA,1030.3697999999524,NA,0.65,1,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,126,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/ST/ST_0210_v1_4_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[5.234900000035623],2025-07-15_10h15.32.191,26,NA,[5.234900000035623],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,0,NA,NA,NA,8,TRUE,83
﻿-0.425,NA,NA,1,702406,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,127,NA,[],29,NA,NA,68761bc7350c12058a63a118,NA,001,NA,NA,NA,ST,NA,NA,59.88023952095548,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h15.13.112,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1030.3782999999523,NA,NA,NA,1034.3328999999762,NA,0.65,1,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,127,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/ST/ST_0557_v1_3_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[1.4788000000119155],2025-07-15_10h15.32.191,28,NA,[1.4788000000119155],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,0,NA,NA,NA,8,TRUE,83
﻿,NA,1034.334,NA,702406,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68761bc7350c12058a63a118,NA,001,NA,NA,NA,NA,NA,NA,59.88023952095548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h15.13.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h15.32.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,NA,NA,1038.9192999999525,8,TRUE,83
﻿,NA,NA,NA,344223,NA,NA,space,NA,684be77b0765d55495670a71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68761bbb0524196f19421953,NA,001,NA,NA,NA,NA,NA,NA,142.85714285714286,NA,NA,NA,NA,NA,NA,1.2885999999642364,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.36.816,NA,NA,NA,NA,NA,NA,NA,NA,2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.44.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,0.2863000000119218,NA,NA,NA,NA,7,TRUE,36
﻿,22.54609999996424,NA,NA,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,21.449,NA,NA,NA,NA,NA,NA,68761bbb0524196f19421953,NA,001,NA,NA,25.78469999998808,NA,NA,NA,142.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.36.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.545899999976157,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.44.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,NA,NA,NA,7,TRUE,36
﻿,NA,NA,NA,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68761bbb0524196f19421953,NA,001,NA,NA,NA,NA,NA,NA,142.85714285714286,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.36.816,NA,NA,NA,NA,NA,NA,Male,25.78489999997616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.44.193,NA,NA,NA,NA,NA,31.929999999999996,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,NA,NA,NA,7,TRUE,36
﻿,NA,NA,NA,344223,37.86789999997615,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68761bbb0524196f19421953,NA,001,NA,NA,NA,NA,NA,NA,142.85714285714286,NA,NA,NA,NA,0.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.36.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,NA,31.93019999998808,NA,NA,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.44.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,NA,NA,NA,7,TRUE,36
﻿,NA,NA,NA,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68761bbb0524196f19421953,NA,001,NA,NA,NA,NA,NA,NA,142.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,space,NA,2025-07-15_10h13.36.816,NA,NA,277.87909999996424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.9525999999642,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.44.193,NA,NA,NA,NA,NA,NA,NA,18.059000000000022,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,NA,NA,NA,7,TRUE,36
﻿,NA,NA,NA,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,[6.182900000035772],NA,NA,NA,[],NA,NA,2.196599999964235,NA,68761bbb0524196f19421953,NA,001,NA,0,NA,NA,NA,0,142.85714285714286,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.36.816,"This image does not show signs of ST-elevation, as the ST-segment is not elevated above 0.1 mV.",Please look at the following ECG and decide if ST-elevation is present.,NA,NA,298.95469999998807,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,NA,0.801425662,NA,NA,1,exp_resources/practice_feedback_trials/practice_1_noST.png,NA,0.5,NA,[6.258900000035737],NA,0,310.3375,NA,[],NA,NA,2025-07-15_10h13.44.193,NA,0,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,space,1,NA,7,TRUE,36
﻿,NA,NA,NA,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,[2.8268000000119287],NA,NA,NA,[],NA,NA,4.043800000011913,NA,68761bbb0524196f19421953,NA,001,NA,1,NA,NA,NA,1,142.85714285714286,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.36.816,"This image does not show signs of ST-elevation, as the ST-segment is not elevated above 0.1 mV.",Please look at the following ECG and decide if ST-elevation is present.,NA,NA,310.3386999999881,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,NA,0.801425662,NA,NA,1,exp_resources/practice_feedback_trials/practice_2_noST.png,NA,0.5,NA,[2.931800000011947],NA,1,320.21389999997615,NA,[],NA,NA,2025-07-15_10h13.44.193,NA,0,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,space,2,NA,7,TRUE,36
﻿,NA,NA,NA,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,[],NA,NA,NA,[4.043299999952296],NA,NA,3.710500000000025,NA,68761bbb0524196f19421953,NA,001,NA,2,NA,NA,NA,2,142.85714285714286,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.36.816,"This image does show signs of ST-elevation, because the ST-segment is elevated at the J-point by at least 0.1 mV.",Please look at the following ECG and decide if ST-elevation is present.,NA,NA,320.2150999999642,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,NA,0.801425662,NA,NA,0,exp_resources/practice_feedback_trials/practice_3_ST.png,NA,0.5,NA,[],NA,2,330.87519999998807,NA,[3.945799999952328],NA,NA,2025-07-15_10h13.44.193,NA,0,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,space,3,NA,7,TRUE,36
﻿,NA,NA,NA,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,[],NA,NA,NA,[1.4728000000119437],NA,NA,0.6394999999999982,NA,68761bbb0524196f19421953,NA,001,NA,3,NA,NA,NA,3,142.85714285714286,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.36.816,"This image does show signs of ST-elevation, because the ST-segment is elevated at the J-point by at least 0.1 mV.",Please look at the following ECG and decide if ST-elevation is present.,NA,NA,330.87619999998805,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,NA,0.801425662,NA,NA,0,exp_resources/practice_feedback_trials/practice_4_ST.png,NA,0.5,NA,[],NA,3,335.90979999995227,NA,[1.3893000000119287],NA,NA,2025-07-15_10h13.44.193,NA,0,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,space,4,NA,7,TRUE,36
﻿,NA,NA,NA,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,1.1153000000119278,NA,NA,NA,NA,NA,NA,NA,68761bbb0524196f19421953,NA,001,338.041,NA,NA,NA,NA,NA,142.85714285714286,NA,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.36.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_ST,335.9102999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.44.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,NA,NA,NA,7,TRUE,36
﻿,NA,NA,NA,344223,NA,0,NA,[342.3498000000119],684be77b0765d55495670a71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68761bbb0524196f19421953,NA,001,NA,NA,NA,NA,[],NA,142.85714285714286,344.80619999998805,NA,NA,NA,NA,NA,NA,NA,1,NA,0.7561999999880982,NA,NA,space,2025-07-15_10h13.36.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,338.04119999998807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[342.28809999996423],NA,NA,NA,2025-07-15_10h13.44.193,NA,NA,NA,NA,NA,NA,NA,NA,[],ECG_X_EXP1_m1_ST,NA,NA,NA,NA,NA,NA,NA,7,TRUE,36
﻿,NA,NA,NA,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,NA,NA,NA,NA,NA,350.246,68761bbb0524196f19421953,NA,001,NA,NA,NA,NA,NA,NA,142.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.36.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,NA,NA,1.4320000000000164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_10h13.44.193,NA,NA,NA,NA,NA,NA,344.8062999999523,NA,NA,ECG_X_EXP1_m1_ST,NA,space,NA,NA,NA,NA,NA,7,TRUE,36
﻿-0.425,NA,NA,1,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,0,NA,[],76,NA,NA,68761bbb0524196f19421953,NA,001,NA,NA,NA,ST,NA,NA,142.85714285714286,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h13.36.816,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,350.2513999999761,NA,NA,NA,357.1908999999761,NA,-0.65,1,NA,-0.425,NA,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,0,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0061_v4_3_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[4.446399999976109],2025-07-15_10h13.44.193,75,NA,[4.446399999976109],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,0,NA,NA,NA,7,TRUE,36
﻿-0.425,NA,NA,1,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,1,NA,[3.6818999999761672],88,NA,NA,68761bbb0524196f19421953,NA,001,NA,NA,NA,ST,NA,NA,142.85714285714286,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h13.36.816,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[3.6818999999761672],NA,357.192,NA,NA,NA,363.372,NA,-0.65,0,NA,-0.425,NA,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,1,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0109_avr_3_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_10h13.44.193,87,NA,[],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,1,NA,NA,NA,7,TRUE,36
﻿-0.425,NA,NA,1,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,2,NA,[5.126600000023814],92,NA,NA,68761bbb0524196f19421953,NA,001,NA,NA,NA,N_ST,NA,NA,142.85714285714286,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h13.36.816,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[5.126600000023814],NA,363.373,NA,NA,NA,370.99819999998806,NA,-0.65,0,NA,-0.425,NA,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,2,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0273_ii_5_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_10h13.44.193,91,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,1,NA,NA,NA,7,TRUE,36
﻿-0.425,NA,NA,1,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,3,NA,[2.5561000000238323],95,NA,NA,68761bbb0524196f19421953,NA,001,NA,NA,NA,N_ST,NA,NA,142.85714285714286,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h13.36.816,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.5561000000238323],NA,370.99939999997616,NA,NA,NA,376.047,NA,0.65,0,NA,-0.425,NA,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,3,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0300_v1_4_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_10h13.44.193,94,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,1,NA,NA,NA,7,TRUE,36
﻿-0.425,NA,NA,1,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,4,NA,[],14,NA,NA,68761bbb0524196f19421953,NA,001,NA,NA,NA,ST,NA,NA,142.85714285714286,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h13.36.816,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,376.0482999999523,NA,NA,NA,380.23569999998807,NA,-0.65,1,NA,-0.425,NA,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,4,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/ST/ST_0061_v4_3_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[1.695400000035761],2025-07-15_10h13.44.193,13,NA,[1.695400000035761],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,0,NA,NA,NA,7,TRUE,36
﻿-0.425,NA,NA,1,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,5,NA,[4.411199999988071],40,NA,NA,68761bbb0524196f19421953,NA,001,NA,NA,NA,N_ST,NA,NA,142.85714285714286,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h13.36.816,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[4.411199999988071],NA,380.237,NA,NA,NA,387.1466999999881,NA,-0.65,0,NA,-0.425,NA,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,5,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/ST/ST_0363_v4_2_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_10h13.44.193,39,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,1,NA,NA,NA,7,TRUE,36
﻿-0.425,NA,NA,1,344223,NA,NA,NA,NA,684be77b0765d55495670a71,NA,NA,NA,NA,6,NA,[0.042100000023822304],66,NA,NA,68761bbb0524196f19421953,NA,001,NA,NA,NA,ST,NA,NA,142.85714285714286,NA,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_10h13.36.816,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[0.042100000023822304],NA,387.1477999999522,NA,NA,NA,389.6887999999523,NA,-0.65,0,NA,-0.425,NA,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_ST,NA,NA,6,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0022_v1_3_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_10h13.44.193,65,NA,[],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_ST,NA,NA,NA,1,NA,NA,NA,7,TRUE,36
