NS_position_y,warning.started,final.started,exp_trials_loop.ran,__participant,training_intro.stopped,NS_button_example.numClicks,intro_continue.keys,S_button_example.timesOff,study_id,NS_button_practice.timesOn,pre_quiz_key.rt,consent.started,exp_trials_loop.thisN,S_button_practice.timesOff,NS_button.timesOn,unique_item_no,key_resp_end_prac.rt,button_pos_warning.stopped,session,pre_prac_key.duration,__session,pre_quiz.stopped,prac_feedback_loop.thisN,warning.stopped,answer,NS_button_example.timesOff,prac_feedback_loop.thisIndex,frameRate,ready_to_go.stopped,AC_button.numClicks,age_textbox.text,training_intro_key.rt,pre_quiz_key.keys,intro.stopped,S_button_practice.numClicks,S_button_example.numClicks,AC_button.timesOn,ready_spacebar.rt,training_intro_key.duration,pre_prac_key.keys,ready_spacebar.keys,__datetime,feedback,instruction,pre_practice.started,NS_button.timesOff,practice_trial_feedback.started,trials.started,gender_slider.response,demographics.started,intro.started,trials.stopped,prac_feedback_loop.ran,NS_position_x,S_button.numClicks,consent.stopped,S_position_y,AC_button.timesOff,instruction_colour,S_position_x,psychopyVersion,OS,expName,pre_quiz.started,ready_to_go.started,exp_trials_loop.thisTrialN,stim_size_y,ready_spacebar_2.rt,training_intro.started,NS_button_practice.numClicks,image,image_path,stim_size_x,pre_practice.stopped,NS_button_practice.timesOff,training_intro_key.keys,prac_feedback_loop.thisTrialN,practice_trial_feedback.stopped,S_button_example.timesOn,S_button_practice.timesOn,intro_continue.duration,S_button.timesOff,date,exp_trials_loop.thisIndex,prac_feedback_loop.thisRepN,S_button.timesOn,exp_trials_loop.thisRepN,type,demographics.stopped,button_pos_warning.started,pre_prac_key.rt,NS_button_example.timesOn,__experimentName,key_resp_end_prac.duration,ready_spacebar_2.keys,intro_continue.rt,NS_button.numClicks,key_resp_end_prac.keys,number,final.stopped,total_correct_AC,passed,participant
﻿-0.425,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,112,NA,[],87,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,ST,NA,NA,59.88023952094243,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1485.564399999991,NA,NA,NA,1490.5095,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,112,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0107_v1_3_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.4494999999999436],2025-07-15_17h27.39.792,86,NA,[2.4494999999999436],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,7,TRUE,77
﻿-0.425,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,113,NA,[],1,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,ST,NA,NA,59.88023952094243,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1490.513299999997,NA,NA,NA,1495.195899999991,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,113,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0014_iii_1_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.1867999999969925],2025-07-15_17h27.39.792,0,NA,[2.1867999999969925],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,7,TRUE,77
﻿-0.425,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,114,NA,[],82,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,ST,NA,NA,59.88023952094243,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1495.197700000003,NA,NA,NA,1500.1597000000029,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,114,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0092_iii_1_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.4671000000089407],2025-07-15_17h27.39.792,81,NA,[2.4671000000089407],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,7,TRUE,77
﻿-0.45,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,115,NA,[],127,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,AC,NA,NA,59.88023952094243,NA,1,NA,NA,NA,NA,NA,NA,[3.782400000005964],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please IGNORE the following ECG and click on the centre of the visualisation.,NA,[],NA,1500.162,NA,NA,NA,1503.941599999994,NA,0.65,0,NA,-0.45,[3.782400000005964],red,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,115,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0031_v4_6_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_17h27.39.792,126,NA,[],0,AC,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,7,TRUE,77
﻿-0.425,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,116,NA,[],18,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,ST,NA,NA,59.88023952094243,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1503.945700000003,NA,NA,NA,1511.124700000003,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,116,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0064_avr_2_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[4.683299999996962],2025-07-15_17h27.39.792,17,NA,[4.683299999996962],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,7,TRUE,77
﻿-0.425,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,117,NA,[2.7197999999968943],112,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952094243,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.7197999999968943],NA,1511.128899999991,NA,NA,NA,1516.344,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,117,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0478_avf_1_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_17h27.39.792,111,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,7,TRUE,77
﻿-0.425,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,118,NA,[1.629900000006046],102,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952094243,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[1.629900000006046],NA,1516.345700000003,NA,NA,NA,1520.4742000000028,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,118,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0460_avr_3_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_17h27.39.792,101,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,7,TRUE,77
﻿-0.425,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,119,NA,[],84,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,ST,NA,NA,59.88023952094243,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1520.478200000003,NA,NA,NA,1527.407099999994,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,119,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0098_v1_5_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[4.433100000009063],2025-07-15_17h27.39.792,83,NA,[4.433100000009063],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,7,TRUE,77
﻿-0.425,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,120,NA,[3.30329999999708],34,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952094243,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[3.30329999999708],NA,1527.410599999994,NA,NA,NA,1533.21,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,120,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0273_v4_4_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_17h27.39.792,33,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,7,TRUE,77
﻿-0.425,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,121,NA,[],62,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,ST,NA,NA,59.88023952094243,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1533.211799999997,NA,NA,NA,1539.457,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,121,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_0557_v1_3_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[3.7508000000120774],2025-07-15_17h27.39.792,61,NA,[3.7508000000120774],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,7,TRUE,77
﻿-0.425,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,122,NA,[],29,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,ST,NA,NA,59.88023952094243,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1539.459599999994,NA,NA,NA,1544.392899999991,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,122,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0557_v1_3_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.4370999999939613],2025-07-15_17h27.39.792,28,NA,[2.4370999999939613],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,7,TRUE,77
﻿-0.45,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,123,NA,[],126,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,AC,NA,NA,59.88023952094243,NA,1,NA,NA,NA,NA,NA,NA,[4.211599999994178],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please IGNORE the following ECG and click on the centre of the visualisation.,NA,[],NA,1544.394899999991,NA,NA,NA,1548.606200000003,NA,-0.65,0,NA,-0.45,[4.211599999994178],red,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,123,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0083_v4_4_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_17h27.39.792,125,NA,[],0,AC,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,7,TRUE,77
﻿-0.425,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,124,NA,[],24,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,ST,NA,NA,59.88023952094243,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1548.609799999997,NA,NA,NA,1553.442099999994,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,124,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0105_v1_2_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.3527999999969325],2025-07-15_17h27.39.792,23,NA,[2.3527999999969325],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,7,TRUE,77
﻿-0.425,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,125,NA,[2.3630000000000564],117,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952094243,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.3630000000000564],NA,1553.4438999999911,NA,NA,NA,1558.304299999997,NA,0.65,0,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,125,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0481_avr_5_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_17h27.39.792,116,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,7,TRUE,77
﻿-0.425,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,126,NA,[4.820599999993874],38,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,N_ST,NA,NA,59.88023952094243,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[4.820599999993874],NA,1558.308299999997,NA,NA,NA,1565.624899999991,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,126,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0302_v5_6_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_17h27.39.792,37,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,7,TRUE,77
﻿-0.425,NA,NA,1,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,127,NA,[],66,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,ST,NA,NA,59.88023952094243,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,1565.627799999997,NA,NA,NA,1571.836700000003,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,127,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0022_v1_3_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[3.715599999994083],2025-07-15_17h27.39.792,65,NA,[3.71550000000002],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,7,TRUE,77
﻿,NA,1571.837200000003,NA,617205,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,NA,NA,NA,NA,NA,NA,68768ec094e467e43a73122b,NA,001,NA,NA,NA,NA,NA,NA,59.88023952094243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_17h26.56.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_17h27.39.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,1576.0032000000028,7,TRUE,77
﻿,NA,NA,NA,158349,NA,NA,space,NA,68766fd199ac5101833eeb20,NA,NA,NA,NA,NA,NA,NA,NA,NA,68768edeb5b326d8c5dd63b5,NA,001,NA,NA,NA,NA,NA,NA,135.13513513524143,NA,NA,NA,NA,NA,5.178300000011916,NA,NA,NA,NA,NA,NA,NA,2025-07-15_14h25.08.314,NA,NA,NA,NA,NA,NA,NA,NA,9e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_14h27.55.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,4.1673,NA,NA,NA,NA,7,TRUE,39
﻿,257.7533000000119,NA,NA,158349,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,256.2205,NA,NA,NA,NA,NA,NA,68768edeb5b326d8c5dd63b5,NA,001,NA,NA,266.5939000000059,NA,NA,NA,135.13513513524143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_14h25.08.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.75299999999993,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_14h27.55.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,7,TRUE,39
﻿,NA,NA,NA,158349,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,NA,NA,NA,NA,NA,NA,68768edeb5b326d8c5dd63b5,NA,001,NA,NA,NA,NA,NA,NA,135.13513513524143,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_14h25.08.314,NA,NA,NA,NA,NA,NA,Female,266.5946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_14h27.55.127,NA,NA,NA,NA,NA,273.6798000000118,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,7,TRUE,39
﻿,NA,NA,NA,158349,278.92759999999396,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,NA,NA,NA,NA,NA,NA,68768edeb5b326d8c5dd63b5,NA,001,NA,NA,NA,NA,NA,NA,135.13513513524143,NA,NA,NA,0.2262999999821318,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_14h25.08.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,273.67999999999995,NA,NA,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,2025-07-15_14h27.55.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,7,TRUE,39
﻿,NA,NA,NA,158349,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,NA,NA,NA,NA,NA,NA,68768edeb5b326d8c5dd63b5,NA,001,NA,NA,NA,NA,NA,NA,135.13513513524143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,space,NA,2025-07-15_14h25.08.314,NA,NA,518.9554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.9933000000119,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_14h27.55.127,NA,NA,NA,NA,NA,NA,NA,2.0219000000058713,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,7,TRUE,39
﻿,NA,NA,NA,158349,NA,NA,NA,NA,68766fd199ac5101833eeb20,[3.29280000001188],NA,NA,NA,[],NA,NA,3.844500000000039,NA,68768edeb5b326d8c5dd63b5,NA,001,NA,0,NA,NA,NA,0,135.13513513524143,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2025-07-15_14h25.08.314,"This image does not show signs of ST-elevation, as the ST-segment is not elevated above 0.1 mV.",Please look at the following ECG and decide if ST-elevation is present.,NA,NA,523.9970999999941,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,0.801425662,NA,NA,1,exp_resources/practice_feedback_trials/practice_1_noST.png,NA,0.5,NA,[3.3997000000179014],NA,0,534.1441999999881,NA,[],NA,NA,2025-07-15_14h27.55.127,NA,0,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,space,1,NA,7,TRUE,39
﻿,NA,NA,NA,158349,NA,NA,NA,NA,68766fd199ac5101833eeb20,[2.4745000000000346],NA,NA,NA,[],NA,NA,29.732199999987984,NA,68768edeb5b326d8c5dd63b5,NA,001,NA,1,NA,NA,NA,1,135.13513513524143,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2025-07-15_14h25.08.314,"This image does not show signs of ST-elevation, as the ST-segment is not elevated above 0.1 mV.",Please look at the following ECG and decide if ST-elevation is present.,NA,NA,534.1464,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,0.801425662,NA,NA,1,exp_resources/practice_feedback_trials/practice_2_noST.png,NA,0.5,NA,[2.6824000000059414],NA,1,569.3606999999881,NA,[],NA,NA,2025-07-15_14h27.55.127,NA,0,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,space,2,NA,7,TRUE,39
﻿,NA,NA,NA,158349,NA,NA,NA,NA,68766fd199ac5101833eeb20,[],NA,NA,NA,[4.0006999999881145],NA,NA,1.3983999999761636,NA,68768edeb5b326d8c5dd63b5,NA,001,NA,2,NA,NA,NA,2,135.13513513524143,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2025-07-15_14h25.08.314,"This image does show signs of ST-elevation, because the ST-segment is elevated at the J-point by at least 0.1 mV.",Please look at the following ECG and decide if ST-elevation is present.,NA,NA,569.3635999999941,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,0.801425662,NA,NA,0,exp_resources/practice_feedback_trials/practice_3_ST.png,NA,0.5,NA,[],NA,2,577.6934,NA,[3.925400000005993],NA,NA,2025-07-15_14h27.55.127,NA,0,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,space,3,NA,7,TRUE,39
﻿,NA,NA,NA,158349,NA,NA,NA,NA,68766fd199ac5101833eeb20,[4.041700000017954],NA,NA,NA,[],NA,NA,5.3154,NA,68768edeb5b326d8c5dd63b5,NA,001,NA,3,NA,NA,NA,3,135.13513513524143,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2025-07-15_14h25.08.314,"This image does show signs of ST-elevation, because the ST-segment is elevated at the J-point by at least 0.1 mV.",Please look at the following ECG and decide if ST-elevation is present.,NA,NA,577.6949,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,NA,NA,0.801425662,NA,NA,1,exp_resources/practice_feedback_trials/practice_4_ST.png,NA,0.5,NA,[4.116499999999974],NA,3,590.0604,NA,[],NA,NA,2025-07-15_14h27.55.127,NA,0,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,space,4,NA,7,TRUE,39
﻿,NA,NA,NA,158349,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,1.366300000011961,NA,NA,NA,NA,NA,NA,NA,68768edeb5b326d8c5dd63b5,NA,001,592.4441999999881,NA,NA,NA,NA,NA,135.13513513524143,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_14h25.08.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,590.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-15_14h27.55.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,7,TRUE,39
﻿,NA,NA,NA,158349,NA,0,NA,[],68766fd199ac5101833eeb20,NA,NA,NA,NA,NA,NA,NA,NA,NA,68768edeb5b326d8c5dd63b5,NA,001,NA,NA,NA,NA,[],NA,135.13513513524143,599.9440000000001,NA,NA,NA,NA,NA,NA,0,NA,1.476299999982075,NA,NA,space,2025-07-15_14h25.08.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.2.4,MacIntel,ECG_X_EXP1_m1_JT,NA,592.4445000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,2025-07-15_14h27.55.127,NA,NA,NA,NA,NA,NA,NA,NA,[],ECG_X_EXP1_m1_JT,NA,NA,NA,NA,NA,NA,NA,7,TRUE,39
